PassengerId|Pclass|Name|Nickname|Sex|Age|SibSp|Parch|Ticket|Fare|Embarked|Level|Bridge|Cabin
539|3|Risien, Mr. Samuel Beard|Risien|1|29|0|0|364498|14|2|E|E1|E101
540|1|Frolicher, Miss. Hedwig Margaritha|Frolicher|0|22|0|2|13568|49|0|B|B3|B39
541|1|Crosby, Miss. Harriet R|Crosby|0|36|0|2|WE/P 5735|71|2|B|B2|B22
542|3|Andersson, Miss. Ingeborg Constanzia|Andersson|0|9|4|2|347082|31|2|F|F2|F2
543|3|Andersson, Miss. Sigrid Elisabeth|Andersson|0|11|4|2|347082|31|2|B|B4|B42
544|2|Beane, Mr. Edward|Beane|1|32|1|0|2908|26|2|A|A1|A19
545|1|Douglas, Mr. Walter Donald|Douglas|1|50|1|0|PC 17761|106|0|C|C8|C86
546|1|Nicholson, Mr. Arthur Ernest|Nicholson|1|64|0|0|693|26|2|C|C1|C103
547|2|Beane, Mrs. Edward (Ethel Clarke)|Beane|0|19|1|0|2908|26|2|B|B4|B42
548|2|Padro y Manent, Mr. Julian|Padro y Manent|1|29|0|0|SC/PARIS 2146|13|0|E|E1|E101
549|3|Goldsmith, Mr. Frank John|Goldsmith|1|33|1|1|363291|20|2|E|E2|E24
550|2|Davies, Master. John Morgan Jr|Davies|1|8|1|1|C.A. 33112|36|2|F|F4|F4
551|1|Thayer, Mr. John Borland Jr|Thayer|1|17|0|2|17421|110|0|C|C7|C70
552|2|Sharp, Mr. Percival James R|Sharp|1|27|0|0|244358|26|2|A|A1|A19
553|3|O'Brien, Mr. Timothy|O'Brien|1|29|0|0|330979|7|1|E|E1|E10
554|3|"Leeni, Mr. Fahim (""Philip Zenni"")"|Leeni|1|22|0|0|2620|7|0|F|F |F G73
555|3|Ohman, Miss. Velin|Ohman|0|22|0|0|347085|7|2|F|F |F G73
556|1|Wright, Mr. George|Wright|1|62|0|0|113807|26|2|C|C1|C103
557|1|"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")"|Duff Gordon|0|48|1|0|11755|39|0|A|A1|A16
558|1|Robbins, Mr. Victor|Robbins|1|29|0|0|PC 17757|227|0|C|C4|C45
559|1|Taussig, Mrs. Emil (Tillie Mandelbaum)|Taussig|0|39|1|1|110413|79|2|E|E6|E67
560|3|de Messemaeker, Mrs. Guillaume Joseph (Emma)|de Messemaeker|0|36|1|0|345572|17|2|D|D|D
561|3|Morrow, Mr. Thomas Rowan|Morrow|1|29|0|0|372622|7|1|E|E1|E10
562|3|Sivic, Mr. Husein|Sivic|1|40|0|0|349251|7|2|D|D|D
563|2|Norman, Mr. Robert Douglas|Norman|1|28|0|0|218629|13|2|E|E1|E101
564|3|Simmons, Mr. John|Simmons|1|29|0|0|SOTON/OQ 392082|8|2|F|F3|F33
565|3|Meanwell, Miss. (Marion Ogden)|Meanwell|0|29|0|0|SOTON/O.Q. 392087|8|2|F|F3|F33
566|3|Davies, Mr. Alfred J|Davies|1|24|2|0|A/4 48871|24|2|A|A1|A19
567|3|Stoytcheff, Mr. Ilia|Stoytcheff|1|19|0|0|349205|7|2|F|F |F G73
568|3|Palsson, Mrs. Nils (Alma Cornelia Berglund)|Palsson|0|29|0|4|349909|21|2|A|A1|A19
569|3|Doharr, Mr. Tannous|Doharr|1|29|0|0|2686|7|0|E|E1|E10
570|3|Jonsson, Mr. Carl|Jonsson|1|32|0|0|350417|7|2|B|B5|B51 B53 B55
571|2|Harris, Mr. George|Harris|1|62|0|0|S.W./PP 752|10|2|C|C8|C87
572|1|Appleton, Mrs. Edward Dale (Charlotte Lamson)|Appleton|0|53|2|0|11769|51|2|C|C1|C101
573|1|"Flynn, Mr. John Irwin (""Irving"")"|Flynn|1|36|0|0|PC 17474|26|2|E|E2|E25
574|3|Kelly, Miss. Mary|Kelly|0|29|0|0|14312|7|1|F|F3|F33
575|3|Rush, Mr. Alfred George John|Rush|1|16|0|0|A/4. 20589|8|2|F|F |F G73
576|3|Patchett, Mr. George|Patchett|1|19|0|0|358585|14|2|D|D|D
577|2|Garside, Miss. Ethel|Garside|0|34|0|0|243880|13|2|D|D|D
578|1|Silvey, Mrs. William Baird (Alice Munger)|Silvey|0|39|1|0|13507|55|2|E|E4|E44
579|3|Caram, Mrs. Joseph (Maria Elias)|Caram|0|29|1|0|2689|14|0|E|E1|E101
580|3|Jussila, Mr. Eiriik|Jussila|1|32|0|0|STON/O 2. 3101286|7|2|B|B5|B51 B53 B55
581|2|Christy, Miss. Julie Rachel|Christy|0|25|1|1|237789|30|2|C|C1|C106
582|1|Thayer, Mrs. John Borland (Marian Longstreth Morris)|Thayer|0|39|1|1|17421|110|0|C|C6|C68
583|2|Downton, Mr. William James|Downton|1|54|0|0|28403|26|2|C|C1|C103
584|1|Ross, Mr. John Hugo|Ross|1|36|0|0|13049|40|0|A|A1|A10
585|3|Paulner, Mr. Uscher|Paulner|1|29|0|0|3411|8|0|F|F3|F33
586|1|Taussig, Miss. Ruth|Taussig|0|18|0|2|110413|79|2|E|E6|E68
587|2|Jarvis, Mr. John Denzil|Jarvis|1|47|0|0|237565|15|2|D|D1|D17
588|1|Frolicher-Stehli, Mr. Maxmillian|Frolicher-Stehli|1|60|1|1|13567|79|0|B|B4|B41
589|3|Gilinski, Mr. Eliezer|Gilinski|1|22|0|0|14973|8|2|F|F |F G73
590|3|Murdlin, Mr. Joseph|Murdlin|1|29|0|0|A./5. 3235|8|2|F|F3|F33
591|3|Rintamaki, Mr. Matti|Rintamaki|1|35|0|0|STON/O 2. 3101273|7|2|B|B5|B51 B53 B55
592|1|Stephenson, Mrs. Walter Bertram (Martha Eustis)|Stephenson|0|52|1|0|36947|78|0|D|D2|D20
593|3|Elsbury, Mr. William James|Elsbury|1|47|0|0|A/5 3902|7|2|B|B9|B94
594|3|Bourke, Miss. Mary|Bourke|0|29|0|2|364848|7|1|F|F3|F33
595|2|Chapman, Mr. John Henry|Chapman|1|37|1|0|SC/AH 29037|26|2|E|E2|E25
596|3|Van Impe, Mr. Jean Baptiste|Van Impe|1|36|1|1|345773|24|2|E|E2|E25
597|2|Leitch, Miss. Jessie Wills|Leitch|0|29|0|0|248727|33|2|A|A6|A6
598|3|Johnson, Mr. Alfred|Johnson|1|49|0|0|LINE|0|2|A|A3|A36
599|3|Boulos, Mr. Hanna|Boulos|1|29|0|0|2664|7|0|E|E1|E10
600|1|"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")"|Duff Gordon|1|49|1|0|PC 17485|56|0|A|A2|A20
601|2|Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)|Jacobsohn|0|24|2|1|243847|27|2|C|C1|C148
602|3|Slabenoff, Mr. Petco|Slabenoff|1|29|0|0|349214|7|2|E|E1|E10
603|1|Harrington, Mr. Charles H|Harrington|1|29|0|0|113796|42|2|A|A6|A6
604|3|Torber, Mr. Ernst William|Torber|1|44|0|0|364511|8|2|B|B9|B94
605|1|"Homer, Mr. Harry (""Mr E Haven"")"|Homer|1|35|0|0|111426|26|0|E|E2|E25
606|3|Lindell, Mr. Edvard Bengtsson|Lindell|1|36|1|0|349910|15|2|D|D|D
607|3|Karaic, Mr. Milan|Karaic|1|30|0|0|349246|7|2|E|E1|E10
608|1|Daniel, Mr. Robert Williams|Daniel|1|27|0|0|113804|30|2|C|C1|C106
609|2|Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)|Laroche|0|22|1|2|SC/Paris 2123|41|0|B|B3|B39
610|1|Shutes, Miss. Elizabeth W|Shutes|0|40|0|0|PC 17582|153|2|C|C1|C125
611|3|Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)|Andersson|0|39|1|5|347082|31|2|A|A3|A31
612|3|Jardin, Mr. Jose Neto|Jardin|1|29|0|0|SOTON/O.Q. 3101305|7|2|E|E1|E10
613|3|Murphy, Miss. Margaret Jane|Murphy|0|29|1|0|367230|15|1|E|E1|E101
614|3|Horgan, Mr. John|Horgan|1|29|0|0|370377|7|1|E|E1|E10
615|3|Brocklebank, Mr. William Alfred|Brocklebank|1|35|0|0|364512|8|2|B|B5|B51 B53 B55
616|2|Herman, Miss. Alice|Herman|0|24|1|2|220845|65|2|B|B3|B35
617|3|Danbom, Mr. Ernst Gilbert|Danbom|1|34|1|1|347080|14|2|D|D|D
618|3|Lobb, Mrs. William Arthur (Cordelia K Stanlick)|Lobb|0|26|1|0|A/5. 3336|16|2|E|E1|E121
619|2|Becker, Miss. Marion Louise|Becker|0|4|2|1|230136|39|2|F|F4|F4
620|2|Gavey, Mr. Lawrence|Gavey|1|26|0|0|31028|10|2|E|E1|E101
621|3|Yasbeck, Mr. Antoni|Yasbeck|1|27|1|0|2659|14|0|E|E1|E101
622|1|Kimball, Mr. Edwin Nelson Jr|Kimball|1|42|1|0|11753|52|2|D|D1|D19
623|3|Nakid, Mr. Sahid|Nakid|1|20|1|1|2653|15|0|D|D|D
624|3|Hansen, Mr. Henry Damsgaard|Hansen|1|21|0|0|350029|7|2|F|F |F G73
625|3|"Bowen, Mr. David John ""Dai"""|Bowen|1|21|0|0|54636|16|2|D|D|D
626|1|Sutton, Mr. Frederick|Sutton|1|61|0|0|36963|32|2|D|D5|D50
627|2|Kirkland, Rev. Charles Leonard|Kirkland|1|57|0|0|219533|12|1|C|C1|C103
628|1|Longley, Miss. Gretchen Fiske|Longley|0|21|0|0|13502|77|2|D|D9|D9
629|3|Bostandyeff, Mr. Guentcho|Bostandyeff|1|26|0|0|349224|7|2|E|E1|E101
630|3|O'Connell, Mr. Patrick D|O'Connell|1|29|0|0|334912|7|1|E|E1|E10
631|1|Barkworth, Mr. Algernon Henry Wilson|Barkworth|1|80|0|0|27042|30|2|A|A2|A23
632|3|Lundahl, Mr. Johan Svensson|Lundahl|1|51|0|0|347743|7|2|B|B9|B94
633|1|Stahelin-Maeglin, Dr. Max|Stahelin-Maeglin|1|32|0|0|13214|30|0|B|B5|B50
634|1|Parr, Mr. William Henry Marsh|Parr|1|29|0|0|112052|0|2|B|B1|B102
635|3|Skoog, Miss. Mabel|Skoog|0|9|3|2|347088|27|2|F|F2|F2
636|2|Davis, Miss. Mary|Davis|0|28|0|0|237668|13|2|E|E1|E101
637|3|Leinonen, Mr. Antti Gustaf|Leinonen|1|32|0|0|STON/O 2. 3101292|7|2|B|B5|B51 B53 B55
638|2|Collyer, Mr. Harvey|Collyer|1|31|1|1|C.A. 31921|26|2|A|A1|A19
639|3|Panula, Mrs. Juha (Maria Emilia Ojala)|Panula|0|41|0|5|3101295|39|2|A|A1|A10
640|3|Thorneycroft, Mr. Percival|Thorneycroft|1|29|1|0|376564|16|2|E|E1|E101
641|3|Jensen, Mr. Hans Peder|Jensen|1|20|0|0|350050|7|2|F|F |F G73
642|1|Sagesser, Mlle. Emma|Sagesser|0|24|0|0|PC 17477|69|0|B|B3|B35
643|3|Skoog, Miss. Margit Elizabeth|Skoog|0|2|3|2|347088|27|2|F|F2|F2
644|3|Foo, Mr. Choong|Foo|1|29|0|0|1601|56|2|B|B2|B20
645|3|Baclini, Miss. Eugenie|Baclini|0|0|2|1|2666|19|0|F|F2|F2
646|1|Harper, Mr. Henry Sleeper|Harper|1|48|1|0|PC 17572|76|0|D|D3|D33
647|3|Cor, Mr. Liudevit|Cor|1|19|0|0|349231|7|2|F|F |F G73
648|1|Simonius-Blumer, Col. Oberst Alfons|Simonius-Blumer|1|56|0|0|13213|35|0|A|A2|A26
649|3|Willey, Mr. Edward|Willey|1|29|0|0|S.O./P.P. 751|7|2|E|E1|E10
650|3|Stanley, Miss. Amy Zillah Elsie|Stanley|0|23|0|0|CA. 2314|7|2|F|F |F G73
651|3|Mitkoff, Mr. Mito|Mitkoff|1|29|0|0|349221|7|2|E|E1|E10
652|2|Doling, Miss. Elsie|Doling|0|18|0|1|231919|23|2|B|B4|B42
653|3|Kalvik, Mr. Johannes Halvorsen|Kalvik|1|21|0|0|8475|8|2|F|F |F G73
654|3|"O'Leary, Miss. Hanora ""Norah"""|O'Leary|0|29|0|0|330919|7|1|F|F3|F33
655|3|"Hegarty, Miss. Hanora ""Nora"""|Hegarty|0|18|0|0|365226|6|1|F|F |F G73
656|2|Hickman, Mr. Leonard Mark|Hickman|1|24|2|0|S.O.C. 14879|73|2|B|B3|B35
657|3|Radeff, Mr. Alexander|Radeff|1|29|0|0|349223|7|2|E|E1|E10
658|3|Bourke, Mrs. John (Catherine)|Bourke|0|32|1|1|364849|15|1|E|E1|E101
659|2|Eitemiller, Mr. George Floyd|Eitemiller|1|23|0|0|29751|13|2|D|D|D
660|1|Newell, Mr. Arthur Webster|Newell|1|58|0|2|35273|113|0|D|D4|D48
661|1|Frauenthal, Dr. Henry William|Frauenthal|1|50|2|0|PC 17611|133|2|C|C3|C32
662|3|Badt, Mr. Mohamed|Badt|1|40|0|0|2623|7|0|D|D|D
663|1|Colley, Mr. Edward Pomeroy|Colley|1|47|0|0|5727|25|2|E|E5|E58
664|3|Coleff, Mr. Peju|Coleff|1|36|0|0|349210|7|2|B|B5|B51 B53 B55
665|3|Lindqvist, Mr. Eino William|Lindqvist|1|20|1|0|STON/O 2. 3101285|7|2|F|F |F G73
666|2|Hickman, Mr. Lewis|Hickman|1|32|2|0|S.O.C. 14879|73|2|B|B2|B22
667|2|Butler, Mr. Reginald Fenton|Butler|1|25|0|0|234686|13|2|D|D|D
668|3|Rommetvedt, Mr. Knud Paust|Rommetvedt|1|29|0|0|312993|7|2|E|E1|E10
669|3|Cook, Mr. Jacob|Cook|1|43|0|0|A/5 3536|8|2|D|D|D
670|1|Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)|Taylor|0|29|1|0|19996|52|2|C|C1|C126
671|2|Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)|Brown|0|40|1|1|29750|39|2|A|A1|A10
672|1|Davidson, Mr. Thornton|Davidson|1|31|1|0|F.C. 12750|52|2|B|B7|B71
673|2|Mitchell, Mr. Henry Michael|Mitchell|1|70|0|0|C.A. 24580|10|2|C|C8|C87
674|2|Wilhelms, Mr. Charles|Wilhelms|1|31|0|0|244270|13|2|E|E1|E101
675|2|Watson, Mr. Ennis Hastings|Watson|1|29|0|0|239856|0|2|B|B1|B102
676|3|Edvardsson, Mr. Gustaf Hjalmar|Edvardsson|1|18|0|0|349912|7|2|F|F |F G73
677|3|Sawyer, Mr. Frederick Charles|Sawyer|1|24|0|0|342826|8|2|F|F |F G73
678|3|Turja, Miss. Anna Sofia|Turja|0|18|0|0|4138|9|2|D|D|D
679|3|Goodwin, Mrs. Frederick (Augusta Tyler)|Goodwin|0|43|1|6|CA 2144|46|2|C|C1|C110
680|1|Cardeza, Mr. Thomas Drake Martinez|Cardeza|1|36|0|1|PC 17755|512|0|B|B5|B51 B53 B55
681|3|Peters, Miss. Katie|Peters|0|29|0|0|330935|8|1|F|F3|F33
682|1|Hassab, Mr. Hammad|Hassab|1|27|0|0|PC 17572|76|0|D|D4|D49
683|3|Olsvigen, Mr. Thor Anderson|Olsvigen|1|20|0|0|6563|9|2|F|F |F G73
684|3|Goodwin, Mr. Charles Edward|Goodwin|1|14|5|2|CA 2144|46|2|B|B3|B39
685|2|Brown, Mr. Thomas William Solomon|Brown|1|60|1|1|29750|39|2|A|A2|A26
686|2|Laroche, Mr. Joseph Philippe Lemercier|Laroche|1|25|1|2|SC/Paris 2123|41|0|A|A6|A6
687|3|Panula, Mr. Jaako Arnold|Panula|1|14|4|1|3101295|39|2|B|B4|B42
688|3|Dakic, Mr. Branko|Dakic|1|19|0|0|349228|10|2|D|D|D
689|3|Fischer, Mr. Eberhard Thelander|Fischer|1|18|0|0|350036|7|2|F|F |F G73
690|1|Madill, Miss. Georgette Alexandra|Madill|0|15|0|1|24160|211|2|B|B5|B5
691|1|Dick, Mr. Albert Adrian|Dick|1|31|1|0|17474|57|2|B|B2|B20
692|3|Karun, Miss. Manca|Karun|0|4|0|1|349256|13|0|G|G6|G6
693|3|Lam, Mr. Ali|Lam|1|29|0|0|1601|56|2|B|B2|B20
694|3|Saad, Mr. Khalil|Saad|1|25|0|0|2672|7|0|E|E1|E101
695|1|Weir, Col. John|Weir|1|60|0|0|113800|26|2|B|B3|B37
696|2|Chapman, Mr. Charles Henry|Chapman|1|52|0|0|248731|13|2|D|D1|D17
697|3|Kelly, Mr. James|Kelly|1|44|0|0|363592|8|2|B|B9|B94
698|3|"Mullens, Miss. Katherine ""Katie"""|Mullens|0|29|0|0|35852|7|1|F|F3|F33
699|1|Thayer, Mr. John Borland|Thayer|1|49|1|1|17421|110|0|C|C6|C68
700|3|Humblen, Mr. Adolf Mathias Nicolai Olsen|Humblen|1|42|0|0|348121|7|2|F|F |F G63
701|1|Astor, Mrs. John Jacob (Madeleine Talmadge Force)|Astor|0|18|1|0|PC 17757|227|0|C|C6|C62 C64
702|1|Silverthorne, Mr. Spencer Victor|Silverthorne|1|35|0|0|PC 17475|26|2|E|E2|E24
703|3|Barbara, Miss. Saiide|Barbara|0|18|0|1|2691|14|0|D|D|D
704|3|Gallagher, Mr. Martin|Gallagher|1|25|0|0|36864|7|1|E|E1|E101
705|3|Hansen, Mr. Henrik Juul|Hansen|1|26|1|0|350025|7|2|E|E1|E101
706|2|"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")"|Morley|1|39|0|0|250655|26|2|E|E2|E25
707|2|"Kelly, Mrs. Florence ""Fannie"""|Kelly|0|45|0|0|223596|13|2|D|D|D
708|1|Calderhead, Mr. Edward Pennington|Calderhead|1|42|0|0|PC 17476|26|2|E|E2|E24
709|1|Cleaver, Miss. Alice|Cleaver|0|22|0|0|113781|151|2|B|B7|B78
710|3|"Moubarek, Master. Halim Gonios (""William George"")"|Moubarek|1|29|1|1|2661|15|0|E|E1|E101
711|1|"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")"|Mayne|0|24|0|0|PC 17482|49|0|C|C9|C90
712|1|Klaber, Mr. Herman|Klaber|1|29|0|0|113028|26|2|C|C1|C124
713|1|Taylor, Mr. Elmer Zebley|Taylor|1|48|1|0|19996|52|2|C|C1|C126
714|3|Larsson, Mr. August Viktor|Larsson|1|29|0|0|7545|9|2|F|F3|F33
715|2|Greenberg, Mr. Samuel|Greenberg|1|52|0|0|250647|13|2|D|D1|D17
716|3|Soholt, Mr. Peter Andreas Lauritz Andersen|Soholt|1|19|0|0|348124|7|2|F|F |F G73
717|1|Endres, Miss. Caroline Louise|Endres|0|38|0|0|PC 17757|227|0|C|C4|C45
718|2|"Troutt, Miss. Edwina Celia ""Winnie"""|Troutt|0|27|0|0|34218|10|2|E|E1|E101
719|3|McEvoy, Mr. Michael|McEvoy|1|29|0|0|36568|15|1|E|E1|E101
720|3|Johnson, Mr. Malkolm Joackim|Johnson|1|33|0|0|347062|7|2|B|B5|B51 B53 B55
721|2|"Harper, Miss. Annie Jessie ""Nina"""|Harper|0|6|0|1|248727|33|2|F|F4|F4
722|3|Jensen, Mr. Svend Lauritz|Jensen|1|17|1|0|350048|7|2|F|F |F G73
723|2|Gillespie, Mr. William Henry|Gillespie|1|34|0|0|12233|13|2|D|D|D
724|2|Hodges, Mr. Henry Price|Hodges|1|50|0|0|250643|13|2|D|D1|D17
725|1|Chambers, Mr. Norman Campbell|Chambers|1|27|1|0|113806|53|2|E|E8|E8
726|3|Oreskovic, Mr. Luka|Oreskovic|1|20|0|0|315094|8|2|F|F |F G73
727|2|Renouf, Mrs. Peter Henry (Lillian Jefferys)|Renouf|0|30|3|0|31027|21|2|A|A1|A19
728|3|Mannion, Miss. Margareth|Mannion|0|29|0|0|36866|7|1|F|F3|F33
729|2|Bryhl, Mr. Kurt Arnold Gottfrid|Bryhl|1|25|1|0|236853|26|2|A|A1|A19
730|3|Ilmakangas, Miss. Pieta Sofia|Ilmakangas|0|25|1|0|STON/O2. 3101271|7|2|E|E1|E101
731|1|Allen, Miss. Elisabeth Walton|Allen|0|29|0|0|24160|211|2|B|B5|B5
732|3|Hassan, Mr. Houssein G N|Hassan|1|11|0|0|2699|18|0|E|E1|E121
733|2|Knight, Mr. Robert J|Knight|1|29|0|0|239855|0|2|B|B1|B102
734|2|Berriman, Mr. William John|Berriman|1|23|0|0|28425|13|2|D|D|D
735|2|Troupiansky, Mr. Moses Aaron|Troupiansky|1|23|0|0|233639|13|2|D|D|D
736|3|Williams, Mr. Leslie|Williams|1|28|0|0|54636|16|2|E|E1|E101
737|3|Ford, Mrs. Edward (Margaret Ann Watson)|Ford|0|48|1|3|W./C. 6608|34|2|D|D4|D46
738|1|Lesurer, Mr. Gustave J|Lesurer|1|35|0|0|PC 17755|512|0|B|B1|B101
739|3|Ivanoff, Mr. Kanio|Ivanoff|1|29|0|0|349201|7|2|E|E1|E10
740|3|Nankoff, Mr. Minko|Nankoff|1|29|0|0|349218|7|2|E|E1|E10
741|1|Hawksford, Mr. Walter James|Hawksford|1|29|0|0|16988|30|2|D|D4|D45
742|1|Cavendish, Mr. Tyrell William|Cavendish|1|36|1|0|19877|78|2|C|C4|C46
743|1|"Ryerson, Miss. Susan Parker ""Suzette"""|Ryerson|0|21|2|2|PC 17608|262|0|B|B5|B57 B59 B63 B66
744|3|McNamee, Mr. Neal|McNamee|1|24|1|0|376566|16|2|D|D|D
745|3|Stranden, Mr. Juho|Stranden|1|31|0|0|STON/O 2. 3101288|7|2|B|B5|B51 B53 B55
746|1|Crosby, Capt. Edward Gifford|Crosby|1|70|1|1|WE/P 5735|71|2|B|B2|B22
747|3|Abbott, Mr. Rossmore Edward|Abbott|1|16|1|1|C.A. 2673|20|2|D|D|D
748|2|Sinkkonen, Miss. Anna|Sinkkonen|0|30|0|0|250648|13|2|E|E1|E101
749|1|Marvin, Mr. Daniel Warner|Marvin|1|19|1|0|113773|53|2|D|D3|D30
750|3|Connaghton, Mr. Michael|Connaghton|1|31|0|0|335097|7|1|B|B5|B51 B53 B55
751|2|Wells, Miss. Joan|Wells|0|4|1|1|29103|23|2|F|F2|F2
752|3|Moor, Master. Meier|Moor|1|6|0|1|392096|12|2|E|E1|E121
753|3|Vande Velde, Mr. Johannes Joseph|Vande Velde|1|33|0|0|345780|9|2|D|D5|D56
754|3|Jonkoff, Mr. Lalio|Jonkoff|1|23|0|0|349204|7|2|F|F |F G73
755|2|Herman, Mrs. Samuel (Jane Laver)|Herman|0|48|1|2|220845|65|2|A|A2|A20
756|2|Hamalainen, Master. Viljo|Hamalainen|1|0|1|1|250649|14|2|G|G6|G6
757|3|Carlsson, Mr. August Sigfrid|Carlsson|1|28|0|0|350042|7|2|E|E1|E101
758|2|Bailey, Mr. Percy Andrew|Bailey|1|18|0|0|29108|11|2|D|D|D
759|3|Theobald, Mr. Thomas Leonard|Theobald|1|34|0|0|363294|8|2|B|B5|B51 B53 B55
760|1|Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)|Rothes|0|33|0|0|110152|86|2|B|B7|B77
761|3|Garfirth, Mr. John|Garfirth|1|29|0|0|358585|14|2|E|E1|E101
762|3|Nirva, Mr. Iisakki Antino Aijo|Nirva|1|41|0|0|SOTON/O2 3101272|7|2|B|B9|B94
763|3|Barah, Mr. Hanna Assi|Barah|1|20|0|0|2663|7|0|F|F |F G73
764|1|Carter, Mrs. William Ernest (Lucile Polk)|Carter|0|36|1|2|113760|120|2|B|B9|B96 B98
765|3|Eklund, Mr. Hans Linus|Eklund|1|16|0|0|347074|7|2|F|F |F G73
766|1|Hogeboom, Mrs. John C (Anna Andrews)|Hogeboom|0|51|1|0|13502|77|2|D|D1|D11
767|1|Brewe, Dr. Arthur Jackson|Brewe|1|29|0|0|112379|39|0|A|A6|A6
768|3|Mangan, Miss. Mary|Mangan|0|30|0|0|364850|7|1|E|E1|E10
769|3|Moran, Mr. Daniel J|Moran|1|29|1|0|371110|24|1|A|A1|A19
770|3|Gronnestad, Mr. Daniel Danielsen|Gronnestad|1|32|0|0|8471|8|2|E|E1|E10
771|3|Lievens, Mr. Rene Aime|Lievens|1|24|0|0|345781|9|2|E|E1|E101
772|3|Jensen, Mr. Niels Peder|Jensen|1|48|0|0|350047|7|2|B|B9|B94
773|2|Mack, Mrs. (Mary)|Mack|0|57|0|0|S.O./P.P. 3|10|2|E|E7|E77
774|3|Elias, Mr. Dibo|Elias|1|29|0|0|2674|7|0|E|E1|E10
775|2|Hocking, Mrs. Elizabeth (Eliza Needs)|Hocking|0|54|1|3|29105|23|2|C|C1|C103
776|3|Myhrman, Mr. Pehr Fabian Oliver Malkolm|Myhrman|1|18|0|0|347078|7|2|F|F |F G73
777|3|Tobin, Mr. Roger|Tobin|1|29|0|0|383121|7|1|F|F3|F38
778|3|Emanuel, Miss. Virginia Ethel|Emanuel|0|5|0|0|364516|12|2|G|G6|G6
779|3|Kilgannon, Mr. Thomas J|Kilgannon|1|29|0|0|36865|7|1|E|E1|E10
780|1|Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)|Robert|0|43|0|1|24160|211|2|B|B3|B3
781|3|Ayoub, Miss. Banoura|Ayoub|0|13|0|0|2687|7|0|E|E1|E121
782|1|Dick, Mrs. Albert Adrian (Vera Gillespie)|Dick|0|17|1|0|17474|57|2|B|B2|B20
783|1|Long, Mr. Milton Clyde|Long|1|29|0|0|113501|30|2|D|D6|D6
784|3|Johnston, Mr. Andrew G|Johnston|1|29|1|2|W./C. 6607|23|2|A|A1|A19
785|3|Ali, Mr. William|Ali|1|25|0|0|SOTON/O.Q. 3101312|7|2|E|E1|E101
786|3|Harmer, Mr. Abraham (David Lishin)|Harmer|1|25|0|0|374887|7|2|E|E1|E101
787|3|Sjoblom, Miss. Anna Sofia|Sjoblom|0|18|0|0|3101265|7|2|F|F |F G73
788|3|Rice, Master. George Hugh|Rice|1|8|4|1|382652|29|1|F|F2|F2
789|3|Dean, Master. Bertram Vere|Dean|1|1|1|2|C.A. 2315|20|2|F|F2|F2
790|1|Guggenheim, Mr. Benjamin|Guggenheim|1|46|0|0|PC 17593|79|0|B|B8|B82 B84
791|3|"Keane, Mr. Andrew ""Andy"""|Keane|1|29|0|0|12460|7|1|E|E1|E10
792|2|Gaskell, Mr. Alfred|Gaskell|1|16|0|0|239865|26|2|B|B4|B42
793|3|Sage, Miss. Stella Anna|Sage|0|29|8|2|CA. 2343|69|2|B|B3|B35
794|1|Hoyt, Mr. William Fisher|Hoyt|1|29|0|0|PC 17600|30|0|C|C1|C106
795|3|Dantcheff, Mr. Ristiu|Dantcheff|1|25|0|0|349203|7|2|E|E1|E101
796|2|Otter, Mr. Richard|Otter|1|39|0|0|28213|13|2|D|D|D
797|1|Leader, Dr. Alice (Farnham)|Leader|0|49|0|0|17465|25|2|D|D1|D17
798|3|Osman, Mrs. Mara|Osman|0|31|0|0|349244|8|2|E|E1|E10
799|3|Ibrahim Shawah, Mr. Yousseff|Ibrahim Shawah|1|30|0|0|2685|7|0|E|E1|E10
800|3|Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)|Van Impe|0|30|1|1|345773|24|2|A|A1|A19
801|2|Ponesell, Mr. Martin|Ponesell|1|34|0|0|250647|13|2|D|D|D
802|2|Collyer, Mrs. Harvey (Charlotte Annie Tate)|Collyer|0|31|1|1|C.A. 31921|26|2|A|A1|A19
803|1|Carter, Master. William Thornton II|Carter|1|11|1|2|113760|120|2|B|B9|B96 B98
804|3|Thomas, Master. Assad Alexander|Thomas|1|0|0|1|2625|8|0|G|G6|G6
805|3|Hedman, Mr. Oskar Arvid|Hedman|1|27|0|0|347089|6|2|E|E1|E101
806|3|Johansson, Mr. Karl Johan|Johansson|1|31|0|0|347063|7|2|B|B5|B51 B53 B55
807|1|Andrews, Mr. Thomas Jr|Andrews|1|39|0|0|112050|0|2|A|A3|A36
808|3|Pettersson, Miss. Ellen Natalia|Pettersson|0|18|0|0|347087|7|2|F|F |F G73
